"","gene_id","gene_symbol","number_of_mirs_targeting","TF","gene_fxn_pigm","kd_pt_fA6"
"","36060","Pfk",17,NA,NA,NA
"","42888","CG5706",5,NA,NA,NA
"","47954","Mst57Da",5,NA,NA,NA
"","42051","CG3590",16,NA,NA,NA
"","34816","nimC1",6,NA,NA,NA
"","43521","Vps16B",13,NA,NA,NA
"","32060","CG15200",1,NA,NA,NA
"","40814","CG1307",4,NA,NA,NA
"","47173","Men",12,NA,NA,NA
"","34840","Rab14",11,NA,NA,NA
"","37028","CG5009",7,NA,NA,NA
"","34421","CG5355",9,NA,NA,NA
"","37449","Fkbp13",11,NA,NA,NA
"","35246","ref(2)P",24,NA,NA,NA
"","318568","CG31044",25,NA,NA,NA
"","37402","mago",23,NA,NA,NA
"","37613","CG13526",8,NA,NA,NA
"","33265","kraken",8,NA,NA,NA
"","42057","CG3995",9,NA,NA,NA
"","36122","Git",10,NA,NA,NA
"","38864","CG12262",11,NA,NA,NA
"","36004","CG1690",5,NA,NA,NA
"","39032","CG5068",8,NA,NA,NA
"","317964","CG32299",5,NA,NA,NA
"","3772288","CG33774",6,NA,NA,NA
"","40893","CG14598",19,NA,NA,NA
"","36759","CG8320",15,NA,NA,NA
"","38074","CG13893",12,NA,NA,NA
"","39746","DNApol-delta",6,NA,NA,NA
"","33277","ia2",41,NA,NA,NA
"","2768895","CG34332",3,NA,NA,NA
"","36142","RpS15Ab",3,NA,NA,NA
"","40038","CG6893",6,NA,NA,NA
"","38845","CG32372",25,NA,NA,NA
"","31791","PIP82",10,NA,NA,NA
"","35644","Or43a",5,NA,NA,NA
"","38931","CG7197",10,NA,NA,NA
"","35683","CG1603",4,NA,NA,NA
"","31673","CG15035",19,NA,NA,NA
"","34676","CG5780",20,NA,NA,NA
"","40415","Rpb8",5,NA,NA,NA
"","5740391","CG34176",5,NA,NA,NA
"","31298","ng2",7,NA,NA,NA
"","43459","CG1458",4,NA,NA,NA
"","5740609","CG34290",5,NA,NA,NA
"","37034","aft",8,NA,NA,NA
"","42751","CG13827",5,NA,NA,NA
"","36580","CG8494",7,NA,NA,NA
"","31830","CG10970",7,NA,NA,NA
"","37205","cora",20,NA,NA,NA
"","40432","CG7148",6,NA,NA,NA
"","3772580","CG13430",19,NA,NA,NA
"","37981","NaCP60E",33,NA,NA,NA
"","35335","CG9318",4,NA,NA,NA
"","36679","CG8089",5,NA,NA,NA
"","38045","Tudor-SN",14,NA,NA,NA
"","33694","CG15625",4,NA,NA,NA
"","32167","CG15735",3,NA,NA,NA
"","32101","CG11699",4,NA,NA,NA
"","39766","CG12272",4,NA,NA,NA
"","40360","CG7338",8,NA,NA,NA
"","42954","polybromo",7,NA,NA,NA
"","38754","CG14820",7,NA,NA,NA
"","33200","CG11562",5,NA,NA,NA
"","42803","Hmgcr",17,NA,NA,NA
"","36628","CG12861",11,NA,NA,NA
"","40515","nrm",8,NA,NA,NA
"","38979","CG6638",12,NA,NA,NA
"","40246","in",18,NA,NA,NA
"","42491","Cortactin",24,NA,NA,NA
"","3772183","CG10096",10,NA,NA,NA
"","37038","grh",23,"y","L","D"
"","36955","CG4802",12,NA,NA,NA
"","33594","CG10031",6,NA,NA,NA
"","37419","Glycogenin",34,NA,NA,NA
"","36436","Drl-2",40,NA,NA,NA
"","317891","CG32163",23,NA,NA,NA
"","39509","CG10154",1,NA,NA,NA
"","32156","Sclp",13,NA,NA,NA
"","34111","CG8498",6,NA,NA,NA
"","32434","CG5548",5,NA,NA,NA
"","34730","CG16820",14,NA,NA,NA
"","326237","Ubi-p5E",6,NA,NA,NA
"","31967","Psf3",26,NA,NA,NA
"","42466","CG17273",24,NA,NA,NA
"","326121","CG31126",3,NA,NA,NA
"","53579","Dip3",15,NA,NA,NA
"","39081","Cpr67B",10,NA,NA,NA
"","48441","CG3287",12,NA,NA,NA
"","3885637","CG33993",20,NA,NA,NA
"","41369","ninaG",6,NA,NA,NA
"","32413","CG9522",8,NA,NA,NA
"","41244","CG6254",5,NA,NA,NA
"","37220","CG9975",26,NA,NA,NA
"","50024","CG11686",13,NA,NA,NA
"","37150","CG15086",4,NA,NA,NA
"","37082","CG5726",23,NA,NA,NA
"","42937","CG6695",16,NA,NA,NA
"","32323","CG11164",11,NA,NA,NA
"","32110","CG2533",6,NA,NA,NA
"","32656","CG34325",15,NA,NA,NA
"","43843","CG11152",16,NA,NA,NA
"","44008","Hex-C",3,NA,NA,NA
"","3346176","CG33505",9,NA,NA,NA
"","43259","Cpr97Eb",6,NA,NA,NA
"","40838","dj",10,NA,NA,NA
"","38073","MED14",15,NA,NA,NA
"","43734","CstF-50",21,NA,NA,NA
"","42845","Miro",21,NA,NA,NA
"","34390","CG4995",4,NA,NA,NA
"","42899","CG5728",18,NA,NA,NA
"","34416","CG31716",18,NA,NA,NA
"","43852","a",19,NA,NA,NA
"","36789","CG8435",6,NA,NA,NA
"","3772383","CG15891",27,NA,NA,NA
"","37702","CG3493",28,NA,NA,NA
"","4379886","CG34125",15,NA,NA,NA
"","48421","CG3558",21,NA,NA,NA
"","42620","PyK",9,NA,NA,NA
"","38287","CG2034",11,NA,NA,NA
"","41295","Art1",16,NA,NA,NA
"","32417","CG9517",16,NA,NA,NA
"","37534","CG11275",10,NA,NA,NA
"","5740775","CG34450",12,NA,NA,NA
"","318133","CG32638",26,NA,NA,NA
"","38363","CG32485",21,NA,NA,NA
"","38306","CG32306",20,NA,NA,NA
"","30995","CG17896",12,NA,NA,NA
"","40956","CG7910",10,NA,NA,NA
"","40411","CG11248",19,NA,NA,NA
"","39050","Dhpr",15,NA,NA,NA
"","41985","CG42446",24,NA,NA,NA
"","35629","Tsp42Er",9,NA,NA,NA
"","38404","CG12017",22,NA,NA,NA
"","42907","CG5762",7,NA,NA,NA
"","39611","bmm",15,NA,NA,NA
"","44879","rhi",7,NA,NA,NA
"","36076","Hdc",27,NA,NA,NA
"","44851","raw",28,NA,NA,NA
"","41825","Gyc88E",11,NA,NA,NA
"","38472","CG1134",5,NA,NA,NA
"","59178","Tsp42Ea",20,NA,NA,NA
"","32243","CG4400",6,NA,NA,NA
"","117369","desat1",31,NA,NA,NA
"","32790","RhoGAP16F",12,NA,NA,NA
"","38584","CG32237",10,NA,NA,NA
"","42581","CG6678",30,NA,NA,NA
"","42548","CG15498",5,NA,NA,NA
"","318626","CG31205",5,NA,NA,NA
"","34118","CG8419",7,NA,NA,NA
"","38446","CG12006",11,NA,NA,NA
"","40157","Ir76a",25,NA,NA,NA
"","38344","Atg2",12,NA,NA,NA
"","33228","nAcRbeta-21C",8,NA,NA,NA
"","34412","mRpS7",12,NA,NA,NA
"","31119","CG3740",17,NA,NA,NA
"","41173","CG16817",28,NA,NA,NA
"","318160","CG32706",5,NA,NA,NA
"","32554","Lcch3",3,NA,NA,NA
"","8674030","CG17931",17,NA,NA,NA
"","38800","CG14830",22,NA,NA,NA
"","30971","G9a",21,NA,NA,NA
"","246431","CG30065",12,NA,NA,NA
"","3772677","snapin",19,NA,NA,NA
"","36934","Cda9",7,NA,NA,NA
"","39115","CG3088",9,NA,NA,NA
"","34380","CYLD",9,NA,NA,NA
"","35971","ced-6",37,NA,NA,NA
"","35986","Updo",9,NA,NA,NA
"","41468","CG14740",9,NA,NA,NA
"","40134","Taf6",6,NA,NA,NA
"","31380","CG3556",16,NA,NA,NA
"","33023","Peritrophin-A",16,NA,NA,NA
"","40207","CG6981",13,NA,NA,NA
"","40188","CG7433",17,NA,NA,NA
"","41414","I-t",13,NA,NA,NA
"","43290","CG5938",28,NA,NA,NA
"","45233","capt",20,NA,NA,NA
"","34090","Wwox",10,NA,NA,NA
"","43793","bip2",14,NA,NA,NA
"","39583","bbg",34,NA,NA,NA
"","43552","CG7896",16,NA,NA,NA
"","36240","en",17,NA,NA,NA
"","33016","CG9577",9,NA,NA,NA
"","37202","CG10737",27,NA,NA,NA
"","34778","TM9SF4",21,NA,NA,NA
"","3355011","CG17683",11,NA,NA,NA
"","37795","CG5591",11,NA,NA,NA
"","39828","CG4573",10,NA,NA,NA
"","39153","CG33205",31,NA,NA,NA
"","32483","Gmap",20,NA,NA,NA
"","35717","tor",14,NA,NA,NA
"","39794","CG4982",13,NA,NA,NA
"","37707","CG3530",17,NA,NA,NA
"","38638","Blimp-1",7,NA,NA,NA
"","50467","CG17325",24,NA,NA,NA
"","32071","Kap3",24,NA,NA,NA
"","32726","CG5613",15,NA,NA,NA
"","36187","Or47a",8,NA,NA,NA
"","32522","Graf",31,NA,NA,NA
"","31949","CG15309",15,NA,NA,NA
"","326228","CG32663",12,NA,NA,NA
"","35311","Arc-p34",22,NA,NA,NA
"","32573","Nipsnap",16,NA,NA,NA
"","31763","CG1632",18,NA,NA,NA
"","39962","Eip74EF",29,"y","L","D"
"","40504","CG33169",17,NA,NA,NA
"","34068","LanB1",20,NA,NA,NA
"","33903","mmy",23,NA,NA,NA
"","38261","CG1140",11,NA,NA,NA
"","42264","CG14292",9,NA,NA,NA
"","35544","CG8343",6,NA,NA,NA
"","40167","Papss",14,NA,NA,NA
"","42008","decay",10,NA,NA,NA
"","31988","Hmr",12,NA,NA,NA
"","41662","CG9757",12,NA,NA,NA
"","45398","Aldh-III",27,NA,NA,NA
"","41060","CG8379",24,NA,NA,NA
"","33516","CG17257",14,NA,NA,NA
"","31358","brn",18,NA,NA,NA
"","5740128","CG34199",9,NA,NA,NA
"","47080","acj6",25,NA,NA,NA
"","39733","Pka-C3",25,NA,NA,NA
"","35198","CG17568",13,NA,NA,NA
"","246606","CG30424",17,NA,NA,NA
"","33155","CG11023",7,NA,NA,NA
"","36809","csul",8,NA,NA,NA
"","39025","CG5021",14,NA,NA,NA
"","31722","fs(1)h",45,NA,NA,NA
"","37524","GM130",15,NA,NA,NA
"","35309","CG10947",15,NA,NA,NA
"","42191","CG18599",16,NA,NA,NA
"","31212","l(1)G0144",16,NA,NA,NA
"","35189","CG10561",21,NA,NA,NA
"","34541","Ge-1",23,NA,NA,NA
"","5740417","CG34242",9,NA,NA,NA
"","38286","CG1275",20,NA,NA,NA
"","43770","Ank",26,NA,NA,NA
"","33165","CG11376",13,NA,NA,NA
"","41706","Cyp6d5",7,NA,NA,NA
"","33761","CG14023",30,NA,NA,NA
"","37933","CG3565",10,NA,NA,NA
"","32292","CG1640",16,NA,NA,NA
"","35256","CG10263",10,NA,NA,NA
"","36579","CG8485",26,NA,NA,NA
"","40048","Cat",16,NA,NA,NA
"","44830","kto",8,NA,NA,NA
"","42693","Dcr-1",14,NA,NA,NA
"","43535","CG31038",36,NA,NA,NA
"","41259","CG6293",17,NA,NA,NA
"","34333","Trp1",31,NA,NA,NA
"","35930","Hydr1",24,NA,NA,NA
"","31151","arm",24,NA,NA,NA
"","41600","CG11656",8,NA,NA,NA
"","33379","Su(dx)",37,NA,NA,NA
"","40031","bora",24,NA,NA,NA
"","36506","CG6145",22,NA,NA,NA
"","38376","BtbVII",29,NA,NA,NA
"","31527","CG6041",14,NA,NA,NA
"","34386","CG5385",8,NA,NA,NA
"","35575","CG3270",8,NA,NA,NA
"","37617","blw",25,NA,NA,NA
"","3354971","CG40351",20,NA,NA,NA
"","40456","CG9063",30,NA,NA,NA
"","49638","drm",36,NA,NA,NA
"","32165","regucalcin",7,NA,NA,NA
"","42045","CG3678",9,NA,NA,NA
"","31571","CG3815",17,NA,NA,NA
"","31388","CG11444",13,NA,NA,NA
"","42171","cdm",10,NA,NA,NA
"","44297","ome",36,NA,NA,NA
"","38578","Gef64C",25,NA,NA,NA
"","33825","CG9044",18,NA,NA,NA
"","8674098","CanA-14F",14,NA,NA,NA
"","31841","CG7039",17,NA,NA,NA
"","36824","CG8060",16,NA,NA,NA
"","43436","CG11874",21,NA,NA,NA
"","37399","CG9394",7,NA,NA,NA
"","33247","Eaat2",20,NA,NA,NA
"","45757","beta'Cop",20,NA,NA,NA
"","42046","CG17556",14,NA,NA,NA
"","39476","CG11267",18,NA,NA,NA
"","38844","CG7546",34,NA,NA,NA
"","34731","CG31728",4,NA,NA,NA
"","39243","CG6272",22,NA,NA,NA
"","53563","gukh",34,NA,NA,NA
"","33282","ast",13,NA,NA,NA
"","31903","CG3004",19,NA,NA,NA
"","40172","CG7757",8,NA,NA,NA
"","35381","E2f2",26,NA,NA,NA
"","41228","mtTFB2",9,NA,NA,NA
"","44736","CG3719",19,NA,NA,NA
"","42545","CG7956",18,NA,NA,NA
"","37831","CG3121",7,NA,NA,NA
"","38438","CG32264",20,NA,NA,NA
"","3772082","kay",34,"y","D","L"
"","261603","CG32445",10,NA,NA,NA
"","42044","CG18622",11,NA,NA,NA
"","32458","Top1",34,NA,NA,NA
"","37818","CG3065",17,NA,NA,NA
"","41111","CG16749",7,NA,NA,NA
"","31609","CG14442",23,NA,NA,NA
"","32261","CG42237",9,NA,NA,NA
"","39274","CG6163",24,NA,NA,NA
"","2768999","CG12022",21,NA,NA,NA
"","34453","Trim9",29,NA,NA,NA
"","44148","PpD5",11,NA,NA,NA
"","43252","CG6271",9,NA,NA,NA
"","32923","CG8028",8,NA,NA,NA
"","31736","CG10958",12,NA,NA,NA
"","36757","CG8314",14,NA,NA,NA
"","36200","CG13220",9,NA,NA,NA
"","34310","CG13124",22,NA,NA,NA
"","39377","yps",17,NA,NA,NA
"","326152","CG31670",14,NA,NA,NA
"","41174","nmdyn-D7",8,NA,NA,NA
"","38243","CG12024",34,NA,NA,NA
"","41850","MRG15",16,NA,NA,NA
"","41552","CG18616",8,NA,NA,NA
"","32084","CG15196",15,NA,NA,NA
"","38952","Jon66Ci",9,NA,NA,NA
"","39297","rt",13,NA,NA,NA
"","42510","CG5802",17,NA,NA,NA
"","40599","CG1129",25,NA,NA,NA
"","41677","f-cup",23,NA,NA,NA
"","318096","CG32579",8,NA,NA,NA
"","33862","CG9175",17,NA,NA,NA
"","42814","CG10208",8,NA,NA,NA
"","33930","Tango1",17,NA,NA,NA
"","42414","Sirt2",7,NA,NA,NA
"","32827","CG6290",9,NA,NA,NA
"","37618","CycB",19,NA,NA,NA
"","45064","CG6133",7,NA,NA,NA
"","261615","CG31806",8,NA,NA,NA
"","34183","CG13096",12,NA,NA,NA
"","48532","PpY-55A",14,NA,NA,NA
"","35453","RpL21",11,NA,NA,NA
"","319021","CG31910",6,NA,NA,NA
"","34789","CG16888",9,NA,NA,NA
"","42748","CG4449",13,NA,NA,NA
"","3772539","Spec2",30,NA,NA,NA
"","41343","RpS25",10,NA,NA,NA
"","35932","CG8788",17,NA,NA,NA
"","37412","CG9437",8,NA,NA,NA
"","33577","CG8852",16,NA,NA,NA
"","39885","sinah",11,NA,NA,NA
"","37137","CG5323",14,NA,NA,NA
"","33829","Vm26Aa",10,NA,NA,NA
"","34042","CG7025",8,NA,NA,NA
"","34839","CG7516",12,NA,NA,NA
"","39650","CG12316",21,NA,NA,NA
"","36569","CG8331",8,NA,NA,NA
"","31027","Rbf",29,NA,NA,NA
"","5740481","CG34198",8,NA,NA,NA
"","34037","CG6739",17,NA,NA,NA
"","41761","CG14854",11,NA,NA,NA
"","43951","e(r)",10,NA,NA,NA
"","326235","CG32702",9,NA,NA,NA
"","36157","cag",27,NA,NA,NA
"","43789","CG2052",16,NA,NA,NA
"","35928","CG11784",12,NA,NA,NA
"","42794","CG10252",10,NA,NA,NA
"","37325","Nnf1a",8,NA,NA,NA
"","31601","Ctr1A",28,NA,NA,NA
"","34996","Cyt-c-p",23,NA,NA,NA
"","42492","AnnIX",31,NA,NA,NA
"","38496","CG1299",12,NA,NA,NA
"","47082","Adf1",26,NA,NA,NA
"","41864","Surf4",24,NA,NA,NA
"","41043","CG8202",9,NA,NA,NA
"","42484","Rlip",17,NA,NA,NA
"","35454","Tif-IA",8,NA,NA,NA
"","37950","ST6Gal",10,NA,NA,NA
"","41169","Fst",9,NA,NA,NA
"","317854","CG32102",9,NA,NA,NA
"","39399","app",38,NA,NA,NA
"","35824","LvpH",3,NA,NA,NA
"","5740845","CG34240",18,NA,NA,NA
"","36236","Drip",17,NA,NA,NA
"","326252","CG33097",24,NA,NA,NA
"","48903","l(3)73Ah",27,NA,NA,NA
"","5740203","CG34179",6,NA,NA,NA
"","42212","CG14309",26,NA,NA,NA
"","35005","yellow-b",11,NA,NA,NA
"","41939","CG4287",13,NA,NA,NA
"","5740831","CG34167",9,NA,NA,NA
"","38013","mthl8",17,NA,NA,NA
"","40026","CG18231",9,NA,NA,NA
"","34123","CG8353",8,NA,NA,NA
"","35049","CG6639",7,NA,NA,NA
"","37798","Nap1",16,NA,NA,NA
"","41758","CG8461",11,NA,NA,NA
"","43174","dys",24,NA,NA,NA
"","40702","CG2104",14,NA,NA,NA
"","42504","slmb",38,NA,NA,NA
"","39219","CG14149",16,NA,NA,NA
"","246651","CG30495",10,NA,NA,NA
"","41719","twf",17,NA,NA,NA
"","40743","CG15580",23,NA,NA,NA
"","37062","CG5757",10,NA,NA,NA
"","39374","l(3)j2D3",16,NA,NA,NA
"","41268","CG6325",30,NA,NA,NA
"","34544","CG6201",23,NA,NA,NA
"","40210","CG7298",9,NA,NA,NA
"","39656","CG6878",9,NA,NA,NA
"","39267","CG7600",17,NA,NA,NA
"","42571","glec",29,NA,NA,NA
"","42268","CG14290",22,NA,NA,NA
"","36948","CG6568",13,NA,NA,NA
"","43347","CG12259",12,NA,NA,NA
"","32258","CG2200",15,NA,NA,NA
"","31201","Vinc",12,NA,NA,NA
"","40148","Gbeta76C",13,NA,NA,NA
"","33517","CG17258",17,NA,NA,NA
"","59261","CG3267",17,NA,NA,NA
"","39747","Hip14",31,NA,NA,NA
"","3355135","Stlk",24,NA,NA,NA
"","43373","Gfat2",13,NA,NA,NA
"","40313","CG10589",6,NA,NA,NA
"","36614","ttv",31,NA,NA,NA
"","37175","CG15083",12,NA,NA,NA
"","35684","CG1602",6,NA,NA,NA
"","35522","BubR1",15,NA,NA,NA
"","40555","CG14646",29,NA,NA,NA
"","42292","CG6040",26,NA,NA,NA
"","34494","CG17134",7,NA,NA,NA
"","41148","CG9386",8,NA,NA,NA
"","41368","CG6723",9,NA,NA,NA
"","36683","CG11807",21,NA,NA,NA
"","50005","CG8369",9,NA,NA,NA
"","41310","Tsp86D",20,NA,NA,NA
"","36316","Cyp6g1",14,NA,NA,NA
"","44261","eIF5B",11,NA,NA,NA
"","34142","CG7787",15,NA,NA,NA
"","39986","CG5567",24,NA,NA,NA
"","318036","CG32453",2,NA,NA,NA
"","31289","CG3603",8,NA,NA,NA
"","43472","CG2006",17,NA,NA,NA
"","318942","CG31788",8,NA,NA,NA
"","41855","CG6276",25,NA,NA,NA
"","35730","CG1553",26,NA,NA,NA
"","31879","CG17440",4,NA,NA,NA
"","35704","CG30491",1,NA,NA,NA
"","33117","slgA",23,NA,NA,NA
"","36804","krimp",11,NA,NA,NA
"","31651","CG14427",12,NA,NA,NA
"","32398","NetA",17,NA,NA,NA
"","41122","CG9356",2,NA,NA,NA
"","37071","CG17680",6,NA,NA,NA
"","36203","dare",7,NA,NA,NA
"","49090","Rya-r44F",12,NA,NA,NA
"","31147","CG14818",5,NA,NA,NA
"","318552","gskt",3,NA,NA,NA
"","53435","c12.1",7,NA,NA,NA
"","50397","CG11368",4,NA,NA,NA
"","246638","ave",9,NA,NA,NA
"","40547","CG1103",17,NA,NA,NA
"","39930","CG6479",11,NA,NA,NA
"","32397","CG9413",25,NA,NA,NA
"","38608","CG4669",5,NA,NA,NA
"","38003","Nplp1",30,NA,NA,NA
"","49847","Cyp6a22",9,NA,NA,NA
"","40381","CG7529",7,NA,NA,NA
"","31044","mus81",18,NA,NA,NA
"","38749","CG8549",5,NA,NA,NA
"","41748","soti",24,NA,NA,NA
"","30977","CG12470",13,NA,NA,NA
"","34811","CG16885",15,NA,NA,NA
"","50048","CG15922",7,NA,NA,NA
"","43169","RpL34a",4,NA,NA,NA
"","48312","RpII18",1,NA,NA,NA
"","32130","dy",25,NA,NA,NA
"","42807","Plip",7,NA,NA,NA
"","31459","yu",22,NA,NA,NA
"","36026","CG12923",10,NA,NA,NA
"","32589","CG3632",13,NA,NA,NA
"","53566","katanin-60",23,NA,NA,NA
"","42431","CG5191",12,NA,NA,NA
"","4379888","BG642163",9,NA,NA,NA
"","32394","CG14414",5,NA,NA,NA
"","317939","CG32249",10,NA,NA,NA
"","48422","CG5707",9,NA,NA,NA
"","33772","CG7382",8,NA,NA,NA
"","40842","CG1965",9,NA,NA,NA
"","32087","Gs2",16,NA,NA,NA
"","31136","CG14801",19,NA,NA,NA
"","38928","CG7207",18,NA,NA,NA
"","43014","CG13650",10,NA,NA,NA
"","33599","Shaw",14,NA,NA,NA
"","33581","sob",12,NA,NA,NA
"","31448","Rnp4F",12,NA,NA,NA
"","38825","CG8564",5,NA,NA,NA
"","42520","NELF-A",14,NA,NA,NA
"","31423","CG6903",5,NA,NA,NA
"","35938","CG42382",7,NA,NA,NA
"","33162","galectin",6,NA,NA,NA
"","39339","CG7264",17,NA,NA,NA
"","42927","ana1",17,NA,NA,NA
"","5740294","CG41520",7,NA,NA,NA
"","33279","CG4415",4,NA,NA,NA
"","40789","CG1024",19,NA,NA,NA
"","246669","Obp57b",5,NA,NA,NA
"","31487","CG3160",20,NA,NA,NA
"","42467","Synd",20,NA,NA,NA
"","42636","CG13847",23,NA,NA,NA
"","39757","Taspase1",11,NA,NA,NA
"","2768666","Sp212",5,NA,NA,NA
"","42536","tin",10,NA,NA,NA
"","44381","Tim17b2",5,NA,NA,NA
"","36615","LamC",11,NA,NA,NA
"","31582","PpV",14,NA,NA,NA
"","38150","CG9186",7,NA,NA,NA
"","2768659","CG33293",10,NA,NA,NA
"","37622","CG30265",8,NA,NA,NA
"","39865","CG9692",11,NA,NA,NA
"","33158","Cda5",21,NA,NA,NA
"","31990","CG1628",11,NA,NA,NA
"","34786","CAH1",19,NA,NA,NA
"","33921","Ent2",12,NA,NA,NA
"","39649","CG13457",13,NA,NA,NA
"","41071","RagA",13,NA,NA,NA
"","32932","CG12200",10,NA,NA,NA
"","50296","dpr6",6,NA,NA,NA
"","36568","CG18324",6,NA,NA,NA
"","41448","CG18347",13,NA,NA,NA
"","36121","CG11883",26,NA,NA,NA
"","32999","amn",25,NA,NA,NA
"","32222","Tis11",14,NA,NA,NA
"","31012","su(s)",10,NA,NA,NA
"","53585","debcl",6,NA,NA,NA
"","5740636","CG34309",7,NA,NA,NA
"","40035","Sgf11",2,NA,NA,NA
"","246610","CG30430",2,NA,NA,NA
"","38228","CG12018",1,NA,NA,NA
"","36280","RnrS",10,NA,NA,NA
"","37179","CG18190",7,NA,NA,NA
"","32339","Yp3",4,NA,NA,NA
"","33459","CG9961",4,NA,NA,NA
"","43029","CG13663",12,NA,NA,NA
"","40819","Ccp84Ag",9,NA,NA,NA
"","38992","CG13305",11,NA,NA,NA
"","38783","CG8628",6,NA,NA,NA
"","32357","CG11068",3,NA,NA,NA
"","37804","Tal",7,NA,NA,NA
"","41922","CG4546",6,NA,NA,NA
"","34801","CG7953",2,NA,NA,NA
"","35956","Myd88",17,NA,NA,NA
"","31373","mei-9",8,NA,NA,NA
"","33039","Obp19c",10,NA,NA,NA
"","32711","CG5172",6,NA,NA,NA
"","32378","Fbxl4",6,NA,NA,NA
"","36636","AttA",13,NA,NA,NA
"","43036","to",7,NA,NA,NA
"","39721","CkIIalpha-i1",7,NA,NA,NA
"","34460","CG18284",7,NA,NA,NA
"","38004","gsb-n",15,NA,NA,NA
"","5740550","CG40948",3,NA,NA,NA
"","326208","CG32344",5,NA,NA,NA
"","32441","CG5599",18,NA,NA,NA
"","32725","CG8611",13,NA,NA,NA
"","251924","CG32148",15,NA,NA,NA
"","31209","CG3191",7,NA,NA,NA
"","40997","CG7352",5,NA,NA,NA
"","34629","prd",6,NA,NA,NA
"","32921","CG8010",4,NA,NA,NA
"","31251","per",10,NA,NA,NA
"","46415","Fer1HCH",10,NA,NA,NA
"","39922","CG6512",6,NA,NA,NA
"","41279","pug",5,NA,NA,NA
"","3772221","CG6782",7,NA,NA,NA
"","34885","vig",11,NA,NA,NA
"","5740462","CG34398",10,NA,NA,NA
"","37379","CG10543",12,NA,NA,NA
"","35139","CG17322",10,NA,NA,NA
"","36654","Ercc1",10,NA,NA,NA
"","38989","Cdc6",12,NA,NA,NA
"","43687","bnk",14,NA,NA,NA
"","42881","cav",11,NA,NA,NA
"","35387","CG9243",16,NA,NA,NA
"","33575","CG8851",5,NA,NA,NA
"","40226","CG17122",2,NA,NA,NA
"","3771728","CG33713",12,NA,NA,NA
"","31925","CG1986",3,NA,NA,NA
"","34589","CG14932",4,NA,NA,NA
"","40727","CG1208",14,NA,NA,NA
"","42669","CG31156",12,NA,NA,NA
"","48582","Hsp70Bb",11,NA,NA,NA
"","36382","Sin3A",35,NA,NA,NA
"","35553","tomboy40",6,NA,NA,NA
"","36078","CG12914",4,NA,NA,NA
"","38956","CG13667",3,NA,NA,NA
"","33437","CG3515",5,NA,NA,NA
"","37849","RpL39",8,NA,NA,NA
"","35789","Obp44a",6,NA,NA,NA
"","40907","alpha-Est3",4,NA,NA,NA
"","33236","Ipk2",7,NA,NA,NA
"","35915","CG11778",16,NA,NA,NA
"","34853","CG15282",13,NA,NA,NA
"","40033","GNBP2",16,NA,NA,NA
"","34657","CG5435",4,NA,NA,NA
"","326173","CG31919",17,NA,NA,NA
"","34792","tam",5,NA,NA,NA
"","326250","CG34148",6,NA,NA,NA
"","33081","CG1753",4,NA,NA,NA
"","44010","Pgm",4,NA,NA,NA
"","250710","Proct",32,NA,NA,NA
"","36850","CG4945",9,NA,NA,NA
"","36547","Aats-phe",4,NA,NA,NA
"","33774","CG7371",4,NA,NA,NA
"","37166","CG15093",8,NA,NA,NA
"","48531","Pp1-13C",11,NA,NA,NA
"","40568","CG14651",2,NA,NA,NA
"","33075","r-cup",11,NA,NA,NA
"","40535","TwdlG",9,NA,NA,NA
"","318594","CG31106",3,NA,NA,NA
"","40652","CG14669",29,NA,NA,NA
"","44921","Hsp70Ba",9,NA,NA,NA
"","40996","DppIII",7,NA,NA,NA
"","318953","CG31807",7,NA,NA,NA
"","36459","CG4646",8,NA,NA,NA
"","50251","CG17977",2,NA,NA,NA
"","39031","CG5288",15,NA,NA,NA
"","47729","CG16833",8,NA,NA,NA
"","48224","Aprt",2,NA,NA,NA
"","3355114","Spf45",7,NA,NA,NA
"","59215","CG32164",6,NA,NA,NA
"","31340","yin",13,NA,NA,NA
"","34211","Tsp29Fa",18,NA,NA,NA
"","35651","CG12164",10,NA,NA,NA
"","41968","mtSSB",3,NA,NA,NA
"","34902","nht",7,NA,NA,NA
"","38653","Tektin-C",9,NA,NA,NA
"","42701","CG4721",8,NA,NA,NA
"","36914","Ark",8,NA,NA,NA
"","31519","CG3016",10,NA,NA,NA
"","42077","Det",8,NA,NA,NA
"","319026","CG31920",7,NA,NA,NA
"","246493","prom",8,NA,NA,NA
"","36378","Cyp301a1",3,NA,NA,NA
"","34348","CG4839",7,NA,NA,NA
"","40278","CG5059",18,NA,NA,NA
"","43803","Eph",24,NA,NA,NA
"","33460","Cwc25",4,NA,NA,NA
"","33538","CG3347",14,NA,NA,NA
"","41149","CG8199",12,NA,NA,NA
"","36209","Fpps",5,NA,NA,NA
"","38540","CG7447",9,NA,NA,NA
"","32983","CG14232",12,NA,NA,NA
"","33482","CG18558",2,NA,NA,NA
"","35442","CG6448",29,NA,NA,NA
"","32365","CG11585",6,NA,NA,NA
"","5740635","CG41320",4,NA,NA,NA
"","32686","RhoGAP15B",18,NA,NA,NA
"","38026","Mtch",4,NA,NA,NA
"","36730","CG8207",3,NA,NA,NA
"","39793","CG4962",9,NA,NA,NA
"","43829","ATPsyn-beta",22,NA,NA,NA
"","317824","Zyx102EF",7,NA,NA,NA
"","43038","bam",19,NA,NA,NA
